coordinates,date,hashtags,language,source,text,user
,2/6/2019 4:24,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Gngerbrdgrl: U.N. Official Admits Global Warming Agenda Is Really About Destroying Capitalism | Zero Hedge https://t.co/7lApTpnsUB,cantsayurnamela
,2/6/2019 4:24,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@SenSanders Well, to be fair, he did call for the return of global warming the other day because the weather changed.",metal_kevy
,2/6/2019 4:24,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @jocelinehyfr: and y’all still don’t believe in global warming https://t.co/K2uWWoKwVV,No_Low_Renzo
,2/6/2019 4:24,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@AOC I thought it was global warming?,AndyDandyBitch
,2/6/2019 4:24,[],en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @robertdunlap947: U.N. Official Admits Global Warming Agenda Is Really About Destroying Capitalism🖕. For all you dumb a$$ sheeple that t…,Hope_ZeroKelvin
,2/6/2019 4:24,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @robertdunlap947: U.N. Official Admits Global Warming Agenda Is Really About Destroying Capitalism🖕. For all you dumb a$$ sheeple that t…,mskaahn
,2/6/2019 4:24,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @floridaguy267: The left is concerned about the unborn children when discussing Global Warming, but don't care about them when talking a…",watson1_z
,2/6/2019 4:24,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I love people who don’t believe in global warming and then post shit like this on facebook, like um hello it’s feb… https://t.co/ZhlSEwaLzi",toriadowney
,2/6/2019 4:24,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @RoyPentland: Anthropogenic Global Warming - ""A Horror Story, not a Bedtime Story"". 
WHY CLIMATE ALARMISM IS A HOAX

https://t.co/ciGK3v…",RoyPentland
,2/6/2019 4:23,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @samstein: Remember last week when Trump joked that we could use some global warming. hahaha. 

It’s 70 degrees in DC right now.",sandercohen
,2/6/2019 4:23,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@MRobertsQLD @SonRockSons @Newsource21 ARE YOU SAYING THAT CSIRO DOES NOT SEE ANY DANGER IN GLOBAL WARMING? OR ARE… https://t.co/zuQ1hArSRn,666MillSY666
,2/6/2019 4:23,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @bananabillll: Me trying to stop global warming by eating beyond burgers https://t.co/zJgJSukCh8,sassemojii
,2/4/2019 22:00,"[{'indices': [0, 11], 'text': 'Indigenous'}]",en,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",#Indigenous people protect 80% of global biodiversity. Their right to land is vital for conservation &amp; fulfilling t… https://t.co/XIdPvICJKo,UNDP
,2/4/2019 20:00,[],en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","Biodiversity is declining at an alarming rate, but it's not too late to act. @NRDC is joining @NatGeo, @nature_org… https://t.co/sbdZ56Sjx0",NRDC
,2/6/2019 4:24,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @kyliesoanes: Sooo excited to be heading to @VicBioCon tomorrow to listen to two full days of awesome biodiversity and conservation scie…,VicBioCon
,2/6/2019 4:23,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","The Sunderbans with its spatial gradient in salinity,  it's remarkable ecosystem services and biodiversity includin… https://t.co/5RWL72GQCC",JagdishKrishna8
,2/6/2019 4:17,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @amabirdman: For the sake of the biodiversity and environment, this government has to go! https://t.co/WtZMNKt32K",NicheBrain
,2/6/2019 4:16,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @AidaGreenbury: Mangroves are key for our survival. Via @mongabay https://t.co/I19cC378Ln It supports biodiversity on land and ocean. It…,AidaGreenbury
,2/6/2019 4:16,"[{'indices': [119, 132], 'text': 'conservation'}]",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @CaseyRichart: I'll be speaking at this year's The State of Biodiversity Symposium at @SDNHM. I'm talking about the #conservation of sho…,bredmondjones
,2/6/2019 4:16,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @Greenpeace: Here are some reasons to be cheerful about biodiversity, and also some cute bears. 
https://t.co/yHbTsRO0rI",RinuBabuM
,2/6/2019 4:12,[],en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @dw_environment: Locals living beside the enormous marshland near Colombia's Rio Magdalena river have seen the unqiue biodiversity shrin…,AllRightsForAll
,2/6/2019 4:08,"[{'indices': [28, 41], 'text': 'biodiversity'}, {'indices': [42, 48], 'text': 'cop21'}]",en,"<a href=""http://www.climatebabes.com"" rel=""nofollow"">climatebabes</a>",Let life be the solution!   #biodiversity #cop21 more climatebabes : https://t.co/pOtPVCdowd https://t.co/ZmYGh0Rdem,climatebabes
,2/6/2019 4:08,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @CropTrust: ""I dare to say sustainable food systems cannot be achieved unless we go back to the building blocks of agriculture - agricul…",rajvarshney
,2/6/2019 4:05,[],en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @DeepSeaConserve: Q: Could the @UN wait at least 5 yrs until we have the frameworks of biodiversity and scientific understanding before…,ShannonLHampton
,2/6/2019 4:03,[],en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @action4ifaw: When animals are removed from the ecosystem, the natural world suffers. For the health of our planet, we must protect land…",TerryKaramanos
,2/6/2019 4:01,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Biodiversity conservation.. https://t.co/8to96ZZnA9,Yanomufasa
,2/6/2019 3:56,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @brugerard1: Minimizing the negative consequences of agriculture on biodiversity is key for sustainable intensification, but it is rarel…",Hugocastellano5
,2/6/2019 3:54,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Sooo excited to be heading to @VicBioCon tomorrow to listen to two full days of awesome biodiversity and conservati… https://t.co/YkrHwbAiH6,kyliesoanes
,2/6/2019 3:52,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @CSIROPublishing: ""Wetlands not only support unique and remarkable wetland biodiversity, they also serve as critical support systems for…",Birds_Central
,2/4/2019 17:28,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","4.2 million people died of outdoor air pollution in 2016. 

We need cleaner transport NOW to protect 
Human health… https://t.co/KGzrcxuYhP",UNEnvironment
,2/6/2019 4:24,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @WalkersWizKids: Lots of animals are endangered, but some of the most common are the Bengal Tiger, Sea Turtle, and African Wild Dog. You…",goddamn_BigWill
,2/6/2019 4:24,"[{'indices': [57, 71], 'text': 'climatechange'}, {'indices': [87, 99], 'text': 'cleanenergy'}]",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @LCVoters: .@realDonaldTrump hasn’t said a word about #climatechange, advancing our #cleanenergy economy, or supporting communities of c…",umoxizixown
,2/6/2019 4:24,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @krassenstein: BREAKING:  NY Attorney General Letitia James, has just sued Trump's EPA for failing to regulate Interstate smog pollution…",mellowedat53
,2/6/2019 4:24,"[{'indices': [57, 71], 'text': 'climatechange'}, {'indices': [87, 99], 'text': 'cleanenergy'}]",en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @LCVoters: .@realDonaldTrump hasn’t said a word about #climatechange, advancing our #cleanenergy economy, or supporting communities of c…",JordanKrsnak
,2/6/2019 4:24,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @krassenstein: BREAKING:  NY Attorney General Letitia James, has just sued Trump's EPA for failing to regulate Interstate smog pollution…",bludiaperbaby
,2/6/2019 4:23,"[{'indices': [63, 73], 'text': 'Chemicals'}, {'indices': [111, 120], 'text': 'Military'}]",en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @smartdissent: NEW: Trump's @EPA Refuses to Limit Two Toxic #Chemicals in Drinking Water, Particularly Near #Military Bases https://t.co…",lindat191
,2/6/2019 4:23,"[{'indices': [47, 57], 'text': 'Pollution'}]",en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @smartdissent: NEW: Trump's @EPA Encourages #Pollution By Nearly Eliminating Penalties for Polluters https://t.co/hSAHKelouS #SmartDisse…,ClaudiaWolfgang
,2/6/2019 4:24,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @jbabyDB: Me enjoying the weather even tho I know the earth dying https://t.co/izMNu9wIEp,Jayla_shakur
,2/6/2019 4:24,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Rico_nastyy: It feels too good outside what the fuck have we done to the earth,americanfathr
,2/4/2019 8:10,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Shout out to Conservationist @Doyin_Ogunye for convincing locals on Lagos beach not to cut up an endangered leather… https://t.co/itQJzRcEg8,walegates
,2/5/2019 3:47,[],en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","The destruction of the National Butterfly Center may begin this week to make room for the border wall. 

There are… https://t.co/UrT15zvwPf",UberFacts
,2/6/2019 4:24,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @_LisaMCox: Latest story in our investigation of the export of rare and endangered Australian birds to Germany https://t.co/gIfrevmZJZ,MinhKular
,2/6/2019 4:24,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @gabriellecj: 'Beggars belief': more endangered parrots exported from Australia https://t.co/O5HNb4Zn25,stephenburns53
,2/6/2019 4:24,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @_LisaMCox: Latest story in our investigation of the export of rare and endangered Australian birds to Germany https://t.co/gIfrevmZJZ,Lila33
,2/6/2019 4:23,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @CBTHunting: Polar bears are being persecuted &amp; killed by trophy hunters .. even though they’re ENDANGERED :( It’s time to STOP killing…,Wulalowe
,2/6/2019 4:23,"[{'indices': [85, 94], 'text': 'wildlife'}, {'indices': [95, 113], 'text': 'EndangeredSpecies'}, {'indices': [114, 125], 'text': 'endangered'}]",en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @iamgreenbean: India Loses 106 Leopards In 2 Months, Conservationists Sound Alarm #wildlife #EndangeredSpecies #endangered  https://t.co…",chaplinscourage
,2/6/2019 4:23,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @MikeHudema: Humans are creating the third great extinction. If we don't change our ways 99.9% of critically endangered species will be…,patriciamcnelis
,2/6/2019 4:23,"[{'indices': [63, 74], 'text': 'endangered'}]",en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Divers4Turtles: Turtle Fact: 6 of 7 sea turtle species are #endangered due to consumption of their meat, eggs or shells. Learn more: ht…",KadirMarlina
,2/6/2019 4:23,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @thanosbot: i will protect endangered animals,ghostfaceiara
,2/5/2019 17:53,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","France's new strategy to stop importing ""unsustainable forest and agricultural products"" is just one piece of a muc… https://t.co/lvKXYnAhC4",dicapriofdn
,2/6/2019 4:24,"[{'indices': [36, 49], 'text': 'stakeholders'}, {'indices': [61, 73], 'text': 'governments'}, {'indices': [130, 135], 'text': 'land'}]",en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @GlobalLF: How do we ensure that #stakeholders, including #governments &amp; the private sector, respect minimum standards for #land use pla…",AAlanis_67
,2/6/2019 4:22,"[{'indices': [72, 86], 'text': 'deforestation'}]",en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Connect4Climate: Companies are building credible plans to eliminate #deforestation in their supply chains, thanks to the urgency of the…",empatikka
,2/6/2019 4:22,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @GreenAwakening: Indonesia—60% drop in 2017 tree cover loss in primary forests compared with 2016—difference in CO2 emissions from prima…,Sandhumanminde3
,2/6/2019 4:21,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @dicapriofdn: France's new strategy to stop importing ""unsustainable forest and agricultural products"" is just one piece of a much bigge…",LGOCompanies
,2/6/2019 4:19,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Can France Help Lead E.U. Efforts to Curb Global Deforestation? - Pacific Standard https://t.co/2qf7ORKM5J,AvalexDynamics
,2/6/2019 4:19,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @peachxrach: animals are being abused, tortured, exploited (sexually and physically), mistreated and slaughtered.
the planet is being de…",ashliekelller
,2/5/2019 17:12,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","“The antinuclear movement didn’t emerge from environmental concerns, which is why arguments for nuclear’s environme… https://t.co/6VWsJlY3jc",ShellenbergerMD
,2/4/2019 16:28,[],en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Everyone knows the Earth has an overpopulation problem. 

Except. 

Maybe it doesn't. 

I spoke with @JohnIbbitson… https://t.co/hexyjx6Yi5",MeganMolteni
,1/31/2019 14:38,[],en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Under the vitriolic climate debate are echoes of apocalyptic overpopulation concerns that go back to Ehrlich,Vogt .… https://t.co/ykxNS3wNTC",RogerPielkeJr
,2/6/2019 4:21,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Overpopulation is causing most of the problems we are facing. To want the population to grow more increases the pro… https://t.co/kAb5ImQnn9,jGuidoM_twit
,2/6/2019 4:19,[],en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @ReadKaczynski: Globalists be like: ""Overpopulation is a myth there's still 15% of the country that hasn't been turned into a Judge Dred…",MisterSur1
,2/6/2019 4:18,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ha! We plannin on goin to mars coz of overpopulation and extinction due to asteroids, so GOD decided to kill earth… https://t.co/NSxnWzua7f",iKONorNothing
,2/6/2019 4:12,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @ElawnMosk: I’d love to introduce you to the topic of overpopulation don’t know if you’ve heard of it or not and sometimes hunting is ne…,TrevorMason117
,2/6/2019 4:11,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@EdKrassen Right.. Becoming human by speeding the process of overpopulation and reducing money available to actual… https://t.co/XVaDcgarQb,Thegreatesbrain
,2/6/2019 4:10,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Perry_Potter2: ""What we need is more people!"" -Pro Lifers in the face of environmental collapse caused by overpopulation. https://t.co/…",nickguerriero1
,2/4/2019 5:21,"[{'indices': [26, 41], 'text': 'SolveDifferent'}]",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Learning from nature 🐝 to #SolveDifferent 
@antstudio_mo in India has created a biomimicry cooling system inspired… https://t.co/WqiEHPGXJh",UNEnvironment
,2/1/2019 12:39,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","My best Jeremy Hardy line, his response to being told we are all responsible for the ozone layer &amp; global warming:… https://t.co/CyM0OaRW8w",alandavies1
,1/30/2019 20:16,[],en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",The ozone layer is healing and a full recovery is expected by year 2050-2060,WhatTheFFacts
,2/6/2019 4:07,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @De_La_Suede: Our ozone layer is deteriorating and the polar ice caps are melting but it’s okay because I can wear a hoodie today everyt…,Mia_Tierra
,2/6/2019 4:00,"[{'indices': [99, 113], 'text': 'climatechange'}]",en,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>","How does the ozone layer protect life on Earth, including our environment?
https://t.co/wwdORYyv3J
#climatechange… https://t.co/IDNiL3mtEs",GCCThinkActTank
,2/6/2019 2:37,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @_atanas_: Can we solve global warming? Lessons from how we protected the ozone layer  https://t.co/MaMONxO0Em,khallbooks
,2/6/2019 2:34,"[{'indices': [68, 77], 'text': 'Duo30L20'}]",en,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>",The destruction of the ozone layer affects the environment.(No.238) #Duo30L20,Duo3_0
,2/6/2019 4:24,[],en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @MichaelGalanin: Brilliant idea. Lets get one on every beach. ""Goby loves plastic. Please feed him"" Let's change the World together. htt…",rosierosie503
,2/6/2019 4:24,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",City of Winnipeg: Hey Winnipeg! It's time to ban plastic bags in our city - Sign the Petition! https://t.co/f9OMt8eUIW via @CdnChange,emmamnw
,2/6/2019 4:24,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@sensanders lectures about climate change and environmentalism right after going full Rubio with his bottle water.… https://t.co/bX7HULCaw4,nosidesattached
,2/4/2019 21:43,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Let's be very clear: Anyone who denies climate change at this point is either willfully ignorant or complicit in pr… https://t.co/wJ1jKQQN9C,RBReich
,2/6/2019 4:24,[],en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @1Swinging_Voter: CNN  John King is screeching that the bullshit 'climate change' wasn't mentioned.  LOL 
Poor Johnny.  The world knows…",JanainOz
,2/6/2019 4:24,"[{'indices': [122, 127], 'text': 'SOTU'}]",en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @SenSanders: How can a president of the United States give a State of the Union speech and not mention climate change? #SOTU,FemaleBernieBro
,2/6/2019 4:24,[],en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @JaneMayerNYer: Kudos to @johnkingCNN for calling it a “disgrace” that Trump said not one word about climate change in his SOTU.,GodcallsBS
,2/6/2019 4:24,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@LisPower1 Rick Scrotorum disagrees with climate change? Wow!,grbsiva
,2/6/2019 4:24,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@SenSanders Because climate change is a hoax. And he rebuked socialism which you advocates,udechukwu_ebuka
,2/6/2019 4:24,[],en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Bernie Sanders gives the most substantive statement on climate change, noting the IPCC report and the need to curb… https://t.co/9KQwUVDT4N",AlexCKaufman
,2/6/2019 4:23,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Divers4Turtles: Diving Tips: Be Hands Free. Resist the temptation to ride or touch turtles and other animals. Circling, chasing, or har…",KadirMarlina
,2/6/2019 4:23,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @cwebby06_: If we lose tigers/sea turtles imma be so done w humans https://t.co/UhRYHgrXbN,jennizlee
,2/6/2019 4:22,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Mother Earth is the baddest bitch ever fuck we pollute so hard and kill the turtles with straws yet she’s still out… https://t.co/Lfpg7zCh4z,yukonderosa
,2/6/2019 4:22,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @kyralynnh: 🗣 take a look at all that single-use plastic amirite ladies? if you’re out here complaining about your straws choking the se…,juliatherrien_
,2/6/2019 4:21,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",STOP USING THROWAWAY STRAWS AND SAVE THE SEA TURTLES YOU HEARTLESS GHOULS https://t.co/yYRORVPszL,bree_oneal2020
,2/6/2019 4:24,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @iam_sashapierce: @MIGOP @tedlieu How about we worry about a real crisis in our own state of Michigan? Flint still does not have clean d…,JustThatGuy25
,2/6/2019 4:24,"[{'indices': [119, 124], 'text': 'SOTU'}]",en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @JordanChariton: FYI: Flint Michigan is going on 5 Years Without Clean Water. This is the actual national emergency #SOTU #FlintWaterCri…,thefunkydave
,2/6/2019 4:24,"[{'indices': [113, 125], 'text': 'waterspeaks'}]",en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @school_waterCSE: @Rudreshsugam discusses water challenges and opportunities in India with our lively cohort.
#waterspeaks #KnowledgeToE…",Rudreshsugam
,2/6/2019 1:42,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Our oceans have more plastic than marine life https://t.co/CZVB0Qoxba,bhairavigoswami
,1/29/2019 0:30,[],en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Recent mass injuries and fatalities of sea turtles on the Israeli coast are thought to be caused by seismic surveys… https://t.co/GjX1WYRVbm,oceana
,2/6/2019 4:23,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @BKIPMWilkerRaha: Kenya : Marine conservation gives life to the ocean, boosts livelihoods - Standard Digital News https://t.co/q6BlIekufS",KadirMarlina
,2/6/2019 4:21,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @OceanActionHub: Another example of the damaging effects of plastic pollution on marine life: 

Mussels lose grip when exposed to microp…",mohariecopal
,2/6/2019 4:05,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @GuamPDN: Marine mammals, sea turtles and fish are among the marine life that may be affected by ongoing Naval training. https://t.co/6u…",mcfaugie
,2/6/2019 4:03,[],en,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Don't believe the phoney hype! Officials in Florida claim red tide killed 267 tons of marine life, when the actual… https://t.co/y8ini4Plqh",romans11732
,2/6/2019 4:02,"[{'indices': [30, 39], 'text': 'Seaworld'}]",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Shameful, no one should visit #Seaworld. Let’s get them to go bankrupt and save the Orcas &amp; other marine life. https://t.co/uwstSHWWap",RukhsanaSyed
,2/6/2019 4:00,"[{'indices': [19, 34], 'text': 'TrackerTuesday'}, {'indices': [109, 114], 'text': 'STEM'}]",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @linds4fins: It #TrackerTuesday! You can learn about sharks,like Hilton, and Ecosystems with the @OCEARCH #STEM curriculum! What is the…",VickySharky
,2/6/2019 3:56,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@3Writeandwrong3 Coastal flooding will be bad enough. Now add in that much fresh water being added and changing sal… https://t.co/1V99f1m1sc,CrankeyOldFart
,2/6/2019 3:44,[],en,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>",Even now I cannot forget the shock when I was told by Buchou-dono that sea turtles are certified as an endangered s… https://t.co/bJFAgBRZrK,souma_enbot
,2/4/2019 13:10,[],en,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","Once thought to be extinct, scientists have discovered that two of Hawaii's most endangered seabird species are sti… https://t.co/djKejIlWqJ",audubonsociety
,2/5/2019 12:35,[],en,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","Red wolves may be extinct the wild, but their DNA lives on. https://t.co/g1hMzehY4M",ScienceNews
,2/6/2019 4:24,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @adrianjay_uy: I hate how more and more animals are getting extinct. Can we speed up the development of prosthetic technology just a tad…,mariaannareese
,2/6/2019 4:22,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @naturewasmetal: Desmostylia are an extinct group of aquatic mammals, related to hippos &amp; manatees.

(Credit: Ray Troll) https://t.co/S3…",SergioGPerezC
,2/6/2019 4:21,[],en,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",Blue Macaw parrot from the movie 'Rio' is now officially extinct https://t.co/qujxMzGn5n,Naphmocha
,2/6/2019 4:21,[],en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @TRAFFIC_WLTrade: Poachers driving African parrots to extinction in spiralling ‘exotic’ pet trade, investigation finds | The Independent…",TrrJane
,2/6/2019 4:21,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @naturewasmetal: The Caspian Tiger, extinct for nearly 50 years. These 300+ pound cats once ranged throughout Turkey, Iran, Iraq, northw…",alondra_1237
,2/6/2019 4:20,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @HollyWildChild: We are in the midst of a 6th mass extinction. It is scary but what is even more terrifying is that people don't know. P…,jadegoose
,2/6/2019 4:19,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @magicallyoongi: Anyways so our oceans are fkn dying. The corals are degenerating. Animals are going extinct. The temperature of the wat…,plantyoongi
,2/6/2019 4:19,[],en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @chortletown: If the current trend of EXTREME CRUELTY &amp; ABUSE to donkeys continues they could be EXTINCT in just FOUR YEARS
HORRIFYING &amp;…",rubycooper007
