coordinates,date,hashtags,language,source,text,user
,2/15/2019 16:54,"[{'text': 'climate', 'indices': [62, 70]}, {'text': 'changes', 'indices': [71, 79]}, {'text': 'changes', 'indices': [96, 104]}]",en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Yes, we need urgently to adapt our lives forms to try survive #climate #changes and to push for #changes to ways we… https://t.co/LKWJoYaF5C",duabusan
,2/15/2019 16:52,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @MarinaWalter99: Did you know that 1% of rainforest trees in Amazonia sequester 50% of carbon? Great kickoff: HDLF conference in Surinam…,nancy_marangu
,2/14/2019 15:15,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Green New Deal opponents say Germany's clean energy policies have backfired, but the numbers tell a different story… https://t.co/vvMFvnpsAS",bopinion
,2/14/2019 2:00,"[{'text': 'energy', 'indices': [48, 55]}, {'text': 'innovation', 'indices': [80, 91]}]",en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",These countries are leading the charge to clean #energy https://t.co/z3wF8ZOV5Y #innovation https://t.co/FWagUWW7PU,wef
,2/14/2019 20:57,[],en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","If Trump succeeds, it would not be difficult for a Democrat to declare an emergency based on the National Climate A… https://t.co/GKOkkvkKcL",philipaklein
,2/15/2019 17:11,[],en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","We are blackening the world - without need: we've got clean energy, we just have to build and use more of it.
Black… https://t.co/LuPfBo1nQd",wiese241
,2/15/2019 17:10,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","another big clean energy purchase from @Shell, this time in energy storage: @sonnenCommunity. @JulianSpector has mo… https://t.co/JASAR5QTsO",emmafmerchant
,2/15/2019 17:10,"[{'text': 'Madison', 'indices': [0, 8]}, {'text': 'energy', 'indices': [54, 61]}]",en,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",#Madison moving toward plan to meet 100 percent clean #energy goals https://t.co/6VERGMwfJb via @CapTimes,UWMadisonURP
,2/15/2019 17:10,[],en,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",Engineers have developed wave energy technology that could help to produce low-cost electricity for thousands of ho… https://t.co/NF7m4uZxl0,CCS_CO2e
,2/15/2019 17:09,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @T4America: EVs still don't solve the problems of congestion, still produce lots of particulate matter from brakes/tires, and are ultima…",TGSlater
,2/15/2019 17:09,[],en,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",Carbon gas storage cavern is the best way to obtain clean energy from a fossil fuel https://t.co/X48Gm6O4uZ,heroescouncil
,2/15/2019 17:08,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @DanielYergin: Thrilled to see that the new energy innovation report by @IHSMarkit and @EFIForTheFuture (pleased to have led this w/ @En…,thomas_ihs
,2/15/2019 17:07,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @sealejames: Canada is a nation built on primary industries, minerals and energy. Without these two things, nothing, nothing works. Clea…",playball_001
,2/15/2019 17:07,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @climatesolution: Here's something sweet: The biggest climate legislation in Oregon history is moving forward. Lots of help is needed to…,kutsiesmilla
,2/15/2019 17:05,"[{'text': 'CleanEnergy', 'indices': [86, 98]}]",en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @LeadersinEnergy: Checking out the clean energy vendors before start of 5th Annual #CleanEnergy and Sustainability Extravaganza @leaders…,CleanEnergyBiz
,2/15/2019 17:05,"[{'text': 'timbeta', 'indices': [96, 104]}, {'text': 'betaajudabeta', 'indices': [105, 119]}, {'text': 'timbetalab', 'indices': [120, 131]}]",en,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","""Green New Deal wants to move America to 100 percent clean energy within a decade"" via FOX NEWS #timbeta #betaajudabeta #timbetalab",dnsteamrj
,2/15/2019 17:05,[],en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",The 'environment-friendly' argument for Bitcoin: do you think it's more probable that miners or gold extraction + p… https://t.co/C7pq2QgRBU,ettoredn
,2/15/2019 17:02,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",These countries are leading the charge to clean energy | World Economic Forum https://t.co/dN1KPsY3ey,DavtyanTatevikA
,2/15/2019 17:02,"[{'text': 'cleanenergy', 'indices': [118, 130]}]",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @wefenergy: How AI is revolutionizing the world of clean energy materials. @Cathy_IV @OttawaShapers @GlobalShapers #cleanenergy #wefener…,ineeshadvs
,2/15/2019 17:01,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Strip the US of money, I don’t know what problems conservatives would have with clean energy. That’s my two cents.",conservativeUS8
,2/15/2019 17:01,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Inevitable benefits and advantages of switching over to clean energy. You’d be crazy to argue that in a perfect wor… https://t.co/hDeLQ8jBxu,conservativeUS8
,2/15/2019 17:01,[],en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","@JohnCFunk I'll bet many democrats do in fact ""own renewable/clean energy"".  Did you mean they don't own the debate… https://t.co/bdKapruRKG",gobuxgal
,2/15/2019 17:01,"[{'text': 'Ohio', 'indices': [101, 106]}]",en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","In a poll released by the Ohio Conservative Energy Forum (@OhioCEF),  conservative voters throughout #Ohio overwhel… https://t.co/OTy8gdRaJn",CarlSiegrist
,2/15/2019 17:01,"[{'text': 'Minnesota', 'indices': [86, 96]}]",en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Thank you to Rep @Jamiemlong and Sen @NickAFrentz for introducing legislation to help #Minnesota ""transition to cle… https://t.co/Qi0ToBN9Vg",carolyn_bern
,2/15/2019 17:01,[],en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",.@CC_Yale featured @pacelawschool executive director of the Pace Energy and Climate Center Karl Rábago in The North… https://t.co/GRQgW9z8e7,PaceUNews
,2/14/2019 21:02,[],en,"<a href=""https://www.spredfast.com/"" rel=""nofollow"">Spredfast app</a>",The ancient ruler of the sea may have gone extinct earlier than we thought—and the rise of its smaller but fierce r… https://t.co/Hc2gZ86byh,NatGeo
,2/14/2019 1:01,[],en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","Due to the high demand and their difficulty to grow, avocados could be going extinct soon.",WhatTheFFacts
,2/15/2019 17:12,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Drastic climate change. 
40% of our insect species becoming extinct in a decade. 
Flint. Puerto Rico.
30.5m US kids… https://t.co/T4xS8JTvwh",valeriegarcia1
,2/15/2019 17:11,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @buzztard: @AviFlyGirl @BrommePamela Humans are likely to go extinct soon. It's probably the best thing to happen to the planet in a myr…,BrommePamela
,2/15/2019 12:18,[],en,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",This café owner is giving away books to children who bring him plastic bottles and cans to recycle… https://t.co/oK9m6EV7OH,CNN
,2/15/2019 17:11,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@_SJPeace_ @KimKardashian Imagine all the bottles USA could recycle with those billions of dollars that are being s… https://t.co/Mxh5Bgl6f9,MarsupickuM
,2/15/2019 17:10,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @jamesnikitine: Recycle, Reduce, Reuse: we need a much better life cycle approach to combat marine litter and microplastics. Check out t…",AfsaneMoeeni
,2/15/2019 17:09,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@markdavyd 4yr back I was told I was a nuisance for trying to get people to recycle paper.

Needless to say, I no l… https://t.co/ID8LonQ7rv",LadyArsington
,2/15/2019 17:07,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @AluminumNews: Happy Friday! Aluminum cans are the most sustainable beverage package on virtually every measure, so make sure you recycl…",KhalilWesam
,2/15/2019 17:07,"[{'text': 'recycle', 'indices': [50, 58]}]",en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","It’s happened before – you’re not sure if you can #recycle that particular item. Since locations vary, ALWAYS conta… https://t.co/hZcY5Jp7vJ",CalRecycle
,2/15/2019 17:06,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","If we're going to be friends, then you're going to need to recycle.",ezyjules
,2/13/2019 23:11,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Chennai: P Ramadoss, a Ph.D scholar from Anna University has developed biodegradable sanitary napkins. She says""Com… https://t.co/O56PWsd7dF",ANI
,2/14/2019 13:45,"[{'text': 'singleuseplastic', 'indices': [23, 40]}, {'text': 'condoms', 'indices': [80, 88]}]",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","If we are going to ban #singleuseplastic bottles, straws, bags etc, why not ban #condoms? They are single use, non… https://t.co/ePUbSruvhP",WilkowMajority
,2/14/2019 11:05,"[{'text': 'WeAreTomodachi', 'indices': [11, 26]}, {'text': 'biodegradable', 'indices': [101, 115]}]",en,"<a href=""https://cms.comnico.jp"" rel=""nofollow"">MarketingSuite</a>",Our latest #WeAreTomodachi article features groundbreaking technologies from Japan for manufacturing #biodegradable… https://t.co/ydrZ7715jX,JapanGov
,2/15/2019 17:10,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @JayC_Lynch: @JeffaryWrites I use bamboo toothbrushes because they are biodegradable therefore better for the environment!,umbrios
,2/15/2019 17:09,"[{'text': 'glitter', 'indices': [50, 58]}, {'text': 'biodegradable', 'indices': [70, 84]}]",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",So fun celebrating a friends birthday last night! #glitter eyes using #biodegradable glitter from @glitterlution… https://t.co/Ln8oBHpIGd,BeautybyTahira
,2/15/2019 17:04,[],en,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Beeswax wraps are back in stock this week in all sizes. The perfect alternative to clingfilm, eco, biodegradable an… https://t.co/uEJkgz6ax5",LadidaAndover
,2/15/2019 17:03,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Cardboard is biodegradable lmao get that maccies out the wave! https://t.co/R0cWt1Dalr,J_Asmith19
,2/15/2019 17:01,[],en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@KeshaRose is one of the greatest things to happen in this world like biodegradable straws 🌎🐙🐳🐋,nessakins1231
,2/15/2019 17:00,[],en,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Thanks to this 100% biodegradable ""tree incubator"" the driest areas on earth are turned into forests 🌳🌳🌳 https://t.co/qoPoCrFc7b",Globalconscious
,2/15/2019 16:58,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @BotanicaBunny: All of the glitter in Botanica Bunny products are biodegradable &amp; environment friendly so you can shine comfortably &amp; gu…,BotanicaBunny
,2/15/2019 16:50,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Love that you sell biodegradable glitter as an add on!,reallyrustic
,2/15/2019 16:49,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @cvmstains: @chelseaaaa_rose They are biodegradable straws,chelseaaaa_rose
,2/15/2019 16:41,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @maccloop: Out of town and tucking into good fish &amp; chips. Brilliant to have them in biodegradable box. Could Macc chippys do the same?…,maccloop
,2/15/2019 16:40,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Want healthy and biodegradable plastics? See video below for Genecis - Future of Plastics. 

A big thank you to all… https://t.co/13IEI1qCjY",GBioindustries
,2/15/2019 16:37,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","All of our straws are individually wrapped in biodegradable packaging🌎
There are many benefits of using biodegradab… https://t.co/rpNmMSFSJ8",uk_sips
,2/15/2019 16:26,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@RatcatcherMike @CheltenhamBC We are currently looking at biodegradable alternatives for our packaging,themjcouk
,2/15/2019 16:26,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @WLENRADIO1039fm: For yard waste collection, all yard waste shall be placed in biodegradable and/ or compostable paper bags and must not…",AHSMaplesAD
,2/15/2019 16:23,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@albinoorange get biodegradable cups or just buy cups from ikea or the dollar store,HaleyMarieRose
,2/15/2019 16:17,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @BiobridgesH2020: Do you want to know more about the sustainable choice to eliminate plastic from the Milanese canteens and replace it w…,fvawebIN
,2/15/2019 17:12,[],en,"<a href=""https://www.words-to-use.com/words/going-green/"" rel=""nofollow"">How to Compost with Doge</a>","RT @PUStudiesFood: Orlando enables residents to divert food waste by delivering free, assembled 80-gallon composters, plus educational reso…",CompostJesus
,2/15/2019 17:11,[],en,"<a href=""https://twitter.com/johnSNOWMTAINER"" rel=""nofollow"">RenewableEnergySourcinng</a>",RT @Enerpower_ie: The Zero Waste movement is gaining momentum.  @ZeroWasteBiotec and @internetofwaste are two Irish start up offering new s…,johnSNOWMTAINER
,2/15/2019 17:08,"[{'text': 'Nature', 'indices': [1, 8]}, {'text': 'Pakistan', 'indices': [21, 30]}]",en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""#Nature has blessed #Pakistan with adequate surface and groundwater resources. However, rapid population growth, u… https://t.co/9nlymzHgdb",wildlyeco
,2/15/2019 17:03,[],en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",@cathmckenna Yes it’s free to pollute.  You condone water pollution https://t.co/tV4ukhGSSA,stiffwing
,2/15/2019 17:02,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @RichardBarrow: Correct me if I’m wrong, but having a diesel engine running continuously is contributing more pollution to the air than…",mr_sawlwin
,2/15/2019 16:59,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Industry Wanted This Ohio River Commission to Stop Setting Pollution Standards. It Almost Gave in. https://t.co/DaqnMicoc5,PBerryRN
,2/15/2019 16:57,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I heard a national crisis emergency was declared. Which was it Flint water crisis, school shootings, gun control, c… https://t.co/I3SVF0RqrW",tmercadel
,2/15/2019 16:57,[],en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","@EPAwater Are you also going to exlain why urine in sewage, an oxygen robber and fertilizer for alga, is not treate… https://t.co/yQrgfFDkS9",PeterMaier36
,2/15/2019 16:57,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Fertilizer runoff and sediment from improperly managed construction sites are common nonpoint sources of pollution… https://t.co/q8S7FOpc9d,WaterKorean
,2/15/2019 16:57,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Wastewater from factories go directly into the Taedong River, coal mines and ongoing construction that takes long t… https://t.co/w9AbHATo4j",WaterKorean
,2/15/2019 16:56,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @BombshellDAILY: DIRTY DRINKING WATER
Trump has appointed a Koch industry executive, to legalize widespread pollution, and  thoroughly d…",BombshellDAILY
,2/15/2019 16:55,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Eight-state Ohio River water quality commission keeps control over pollution standards https://t.co/pj7Lt9aP0F by… https://t.co/I0VAMsVnMT,MarcusGreenWDRB
,2/14/2019 20:26,[],en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","I mean, climate change really *is* a national emergency.",chrislhayes
,2/15/2019 17:12,[],en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @TheDailyShow: If old people are going to saddle young people with climate change, the least they could do is pay up. @jaboukie explains…",CaseyBrex503
,2/15/2019 17:12,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @stucam7771: @BurriCecilia From a global perspective, clearly at a far higher risk of wars / climate change / economic collapse etc etc,…",PatKopko
,2/15/2019 17:12,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Ilhan: Climate change is a national emergency.

28 million Americans without health insurance is a national emergency.

Children in cag…",brielle_cheney
,2/15/2019 17:12,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @RosemaryMosco: In case you’ve missed it, tons of school kids have been protesting climate change for weeks now. It’s pretty cool. https…",Zoutaleaux
,2/15/2019 17:12,"[{'text': 'schoolstrike4climate', 'indices': [91, 112]}, {'text': 'climatestrike', 'indices': [113, 127]}]",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @BBCSussex: This is the scene in Brighton as a protest over climate change is underway. #schoolstrike4climate #climatestrike https://t.c…,bencherrill1
,2/15/2019 17:12,[],en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @ClimateRealists: If only these kids had the FACTS on Climate Change... they have been frightened and brainwashed by computer modelling.…,tedmilo100
,2/15/2019 17:12,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @BillGates: I wish more people fully understood what it will take to stop climate change. I break down the five grand challenges we face…,freda_sophia
,2/15/2019 17:12,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @RosemaryMosco: In case you’ve missed it, tons of school kids have been protesting climate change for weeks now. It’s pretty cool. https…",cautiousghost
,2/15/2019 0:05,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",The national emergency in America is that Flint still doesn’t have clean water.,MichaelSkolnik
,2/15/2019 17:12,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @jhgurf: So a useless wall is now a national emergency but Flint not having clean drinking water is not? Make no mistake, Trump is not p…",PrissyCrow
,2/14/2019 11:22,"[{'text': 'WorldWildlifeDay', 'indices': [8, 25]}]",en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","On this #WorldWildlifeDay, let us raise awareness about the extraordinary diversity of marine life and the crucial… https://t.co/RaeHw1PZaN",WildlifeDay
,2/15/2019 17:09,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @ASA_POMA: Marine impact pile driving generates very high underwater soundpressures, which can harm aquatic life. This researcher develo…",ASA_POMA
,2/15/2019 17:05,"[{'text': 'WorldWildlifeDay', 'indices': [25, 42]}]",en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @WildlifeDay: On this #WorldWildlifeDay, let us raise awareness about the extraordinary diversity of marine life and the crucial importa…",Srikant52352912
,2/15/2019 17:03,"[{'text': 'ENVIRONMENT', 'indices': [100, 112]}]",en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @vankapro: RED TIDE IS FINALLY DISSIPATING IN FLORIDA AFTER HAVING TOXIC EFFECTS ON MARINE LIFE 
#ENVIRONMENT
    VankaPro☀️🌊🌊🌊
After 16…",maggievoelker
,2/15/2019 16:51,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@SenSchumer @senatemajldr Yes Chuck, we are headed for a ice age. Ice is growing faster than it has in the last 40… https://t.co/wNCkN4Xt29",mainehotwater
,2/15/2019 16:42,"[{'text': 'climatechange', 'indices': [44, 58]}]",en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SLOTE3: OK Eric, there is some sense in #climatechange but what happened to the Ozone layer. Did it heal itself? https://t.co/SD5e0eC5rh",reiverdave
,2/15/2019 16:17,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@coouge @GMB Why learn to create a technology to remove CO2 emissions or repair the ozone layer when I can just giv… https://t.co/C1krOVVSMU,TS4444444444
,2/15/2019 15:04,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@Daddy_J00f @Mich_ejay @BBCNews I , and many other teachers discussed with pupils ozone layer , greenhouse effect ,… https://t.co/6JGvrHgp26",wards78
,2/15/2019 14:25,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @ChronFalkenberg: So, humans can litter. Humans can dump chemicals in a river. Humans can start forest fires and chop down rainforests.…",billywitt
,2/15/2019 14:08,[],en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",@unapower When I was in school we were told our hair spray is killing ozone layer....35 years later same old bullshit...,cheekymonky73
,2/14/2019 2:35,"[{'text': 'Greens', 'indices': [75, 82]}]",en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",BREAKING: gov just shelved its latest energy bill b/c I was about to get a #Greens amendment passed to prevent publ… https://t.co/Eo02YoP3fR,AdamBandt
,2/15/2019 17:11,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @NBCNews: The Tennessee Valley Authority announced that it would close two coal plants, including one that buys its fuel from one of Don…",lderby1007
,2/15/2019 17:11,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Jolivi01: “Yes, my friends, I believe water will one day be employed as fuel, that H2 and oxygen which constitute it, used singly or to…",DavidBr59545413
,2/15/2019 17:10,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Pollution turns snow BLACK in Russia, with local coal plants blamed https://t.co/UTpZmFNXPn via @MailOnline",Stressed_Eric72
,2/15/2019 17:09,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Wind and solar  provide the most suitable alternative against  coal  and fossil fuels, There is simply a need to re… https://t.co/gqt2tgfLc5",BeckieAchom
,2/15/2019 17:09,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @NewSecurityBeat: “Cleaner air and low carbon efforts in China could significantly change the country’s environmental health story and c…,MJhogasundram
,2/15/2019 17:09,[],en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @MimiProbably: Alberta has one the highest rates of childhood asthma in the country. Coal has a lot to do with that. Even Stephen Harper…,MikeMcD76
,2/14/2019 9:54,[],en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","90% of all plastic waste created, was never recycled.
6,3 billion tonns are dumped in landfills or adrift in our oc… https://t.co/ITK3oGtOtJ",ErikSolheim
,2/15/2019 10:43,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Time it takes for a plastic bottle to decompose – 450 years
Avg. time spent on social media a day - 135 minutes 
Ti… https://t.co/WkoGSg4mnV",WWF
,2/15/2019 10:59,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",great idea of having a 'recycling' tax on plastic bags by @zartajgulwazir. Good start! And effective way to reduce… https://t.co/kpFpZa5q75,KoblerinPAK
,2/15/2019 17:12,"[{'text': 'greenenergy', 'indices': [37, 49]}, {'text': 'renewableenergyConverting', 'indices': [50, 76]}]",en,"<a href=""http://youtube.com"" rel=""nofollow"">VictorsRetweetBot</a>",RT @RevolutionGr33n: Checkout latest #greenenergy #renewableenergyConverting plastic bags into carbon chips usable as li-ion battery anodes…,Perspktives
,2/15/2019 17:12,[],en,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",Scientists made an enzyme that can eat plastic https://t.co/3h41Y1b8KT,sokongan1
,2/15/2019 17:12,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@suraiya95 Ma’am, To begin with Plastic water bottles can be Refused in official meetings and be replaced with Khul… https://t.co/BmYREslSTk",nitinpanigrahi
,2/15/2019 17:12,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @seattlealpha1: Options to choose from. Steel, aluminum, finished plastic or rubber. Sizes appropriate for all sub penis. Comfort is key…",ericlinh1
,2/15/2019 17:12,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Everyday i think about how much plastic we run through on a daily basis. 🤦🏽‍♂️,Swiz_Lewis
,2/15/2019 17:11,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Oui_Tweet: @abhiprofen @DaniSButcher @AOC Like recycling plastic and paper. Which costs more in energy and environmental carbon footpri…,Constante40
,2/15/2019 17:11,[],en,"<a href=""http://klinkerapps.com"" rel=""nofollow"">Talon Android</a>",So we're declawing endangered species now? Let's just make it impossible for them to survive https://t.co/ZbE4fBgYrz,complexityscale
,2/15/2019 17:11,[],en,"<a href=""http://www.scoop.it"" rel=""nofollow"">Scoop.it</a>",Dogs' becoming major threat' to wildlife https://t.co/wfbr8syTsC,gspdvm
,2/15/2019 17:10,"[{'text': 'Antarctic', 'indices': [24, 34]}, {'text': 'Endangered', 'indices': [35, 46]}, {'text': 'Albatross', 'indices': [68, 78]}, {'text': 'SouthGeorgia', 'indices': [116, 129]}]",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @griffiths_huw: Some #Antarctic #Endangered species: Grey-headed #Albatross and Sooty        Albatross from near #SouthGeorgia for #Enda…,dwatchnews_lam
,2/15/2019 17:10,"[{'text': 'waleg', 'indices': [11, 17]}, {'text': 'oilspills', 'indices': [84, 94]}]",en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","This year, #waleg can pass oil spill prevention to modernize our safeguards against #oilspills. We must protect Was… https://t.co/jfIpve39aQ",wolfspiritm
,2/15/2019 17:08,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @StrangeAnimaIs: The African wild dog is an endangered species of Canid endemic to sub-Saharan Africa. They are threatened by habitat lo…,Alonso35012390
,2/5/2019 18:04,[],en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Remember last week when Trump joked that we could use some global warming. hahaha. 

It’s 70 degrees in DC right now.",samstein
